Node_1,Node_2,Relation
"{'label': 'Occupation', 'properties': ""{'title': 'Physics Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Physics Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '66', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Podiatrists'}"", 'identifier': ""{'title': 'Podiatrists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '66', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Physical Medicine and Rehabilitation Physicians'}"", 'identifier': ""{'title': 'Physical Medicine and Rehabilitation Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '64', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Architecture Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Architecture Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Bioinformatics Scientists'}"", 'identifier': ""{'title': 'Bioinformatics Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Biological Science Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Biological Science Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Financial Managers'}"", 'identifier': ""{'title': 'Financial Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Instructional Coordinators'}"", 'identifier': ""{'title': 'Instructional Coordinators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear Engineers'}"", 'identifier': ""{'title': 'Nuclear Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Pharmacists'}"", 'identifier': ""{'title': 'Pharmacists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Physicians, Pathologists'}"", 'identifier': ""{'title': 'Physicians, Pathologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Area, Ethnic, and Cultural Studies Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Area, Ethnic, and Cultural Studies Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Atmospheric and Space Scientists'}"", 'identifier': ""{'title': 'Atmospheric and Space Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Claims Adjusters, Examiners, and Investigators'}"", 'identifier': ""{'title': 'Claims Adjusters, Examiners, and Investigators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Education Administrators, Postsecondary'}"", 'identifier': ""{'title': 'Education Administrators, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'English Language and Literature Teachers, Postsecondary'}"", 'identifier': ""{'title': 'English Language and Literature Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Economists'}"", 'identifier': ""{'title': 'Environmental Economists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Science Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Environmental Science Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Scientists and Specialists, Including Health'}"", 'identifier': ""{'title': 'Environmental Scientists and Specialists, Including Health'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Family and Consumer Sciences Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Family and Consumer Sciences Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Health Informatics Specialists'}"", 'identifier': ""{'title': 'Health Informatics Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Interpreters and Translators'}"", 'identifier': ""{'title': 'Interpreters and Translators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Medical Scientists, Except Epidemiologists'}"", 'identifier': ""{'title': 'Medical Scientists, Except Epidemiologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Microsystems Engineers'}"", 'identifier': ""{'title': 'Microsystems Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Orthotists and Prosthetists'}"", 'identifier': ""{'title': 'Orthotists and Prosthetists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Registered Nurses'}"", 'identifier': ""{'title': 'Registered Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Actuaries'}"", 'identifier': ""{'title': 'Actuaries'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Adapted Physical Education Specialists'}"", 'identifier': ""{'title': 'Adapted Physical Education Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Art, Drama, and Music Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Art, Drama, and Music Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Astronomers'}"", 'identifier': ""{'title': 'Astronomers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Biologists'}"", 'identifier': ""{'title': 'Biologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Business Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Business Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical Education Teachers, Secondary School'}"", 'identifier': ""{'title': 'Career/Technical Education Teachers, Secondary School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Chiropractors'}"", 'identifier': ""{'title': 'Chiropractors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Compensation and Benefits Managers'}"", 'identifier': ""{'title': 'Compensation and Benefits Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Dermatologists'}"", 'identifier': ""{'title': 'Dermatologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Economics Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Economics Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Eligibility Interviewers, Government Programs'}"", 'identifier': ""{'title': 'Eligibility Interviewers, Government Programs'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Emergency Management Directors'}"", 'identifier': ""{'title': 'Emergency Management Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Engineering Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Engineering Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Engineers'}"", 'identifier': ""{'title': 'Environmental Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Financial Examiners'}"", 'identifier': ""{'title': 'Financial Examiners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Forensic Science Technicians'}"", 'identifier': ""{'title': 'Forensic Science Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Fundraisers'}"", 'identifier': ""{'title': 'Fundraisers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'General and Operations Managers'}"", 'identifier': ""{'title': 'General and Operations Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'History Teachers, Postsecondary'}"", 'identifier': ""{'title': 'History Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Industrial Engineers'}"", 'identifier': ""{'title': 'Industrial Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Investment Fund Managers'}"", 'identifier': ""{'title': 'Investment Fund Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Logistics Engineers'}"", 'identifier': ""{'title': 'Logistics Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Materials Engineers'}"", 'identifier': ""{'title': 'Materials Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Materials Scientists'}"", 'identifier': ""{'title': 'Materials Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Medical and Health Services Managers'}"", 'identifier': ""{'title': 'Medical and Health Services Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Orthoptists'}"", 'identifier': ""{'title': 'Orthoptists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Physical Therapists'}"", 'identifier': ""{'title': 'Physical Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Physician Assistants'}"", 'identifier': ""{'title': 'Physician Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Range Managers'}"", 'identifier': ""{'title': 'Range Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Rehabilitation Counselors'}"", 'identifier': ""{'title': 'Rehabilitation Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Sales Engineers'}"", 'identifier': ""{'title': 'Sales Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Secondary School Teachers, Except Special and Career/Technical Education'}"", 'identifier': ""{'title': 'Secondary School Teachers, Except Special and Career/Technical Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Social Work Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Social Work Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Sociology Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Sociology Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Special Education Teachers, Preschool'}"", 'identifier': ""{'title': 'Special Education Teachers, Preschool'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Survey Researchers'}"", 'identifier': ""{'title': 'Survey Researchers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Transportation Planners'}"", 'identifier': ""{'title': 'Transportation Planners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Administrative Services Managers'}"", 'identifier': ""{'title': 'Administrative Services Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Agents and Business Managers of Artists, Performers, and Athletes'}"", 'identifier': ""{'title': 'Agents and Business Managers of Artists, Performers, and Athletes'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Agricultural Engineers'}"", 'identifier': ""{'title': 'Agricultural Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Airfield Operations Specialists'}"", 'identifier': ""{'title': 'Airfield Operations Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Architectural and Engineering Managers'}"", 'identifier': ""{'title': 'Architectural and Engineering Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Art Directors'}"", 'identifier': ""{'title': 'Art Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Art Therapists'}"", 'identifier': ""{'title': 'Art Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Athletic Trainers'}"", 'identifier': ""{'title': 'Athletic Trainers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Broadcast Announcers and Radio Disc Jockeys'}"", 'identifier': ""{'title': 'Broadcast Announcers and Radio Disc Jockeys'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Budget Analysts'}"", 'identifier': ""{'title': 'Budget Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical Education Teachers, Middle School'}"", 'identifier': ""{'title': 'Career/Technical Education Teachers, Middle School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Active Listening'}"", 'identifier': ""{'title': 'Active Listening'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
