Importance,Level,Job Zone,Occupation,Ability,Category
3,Not relevant,4,Film and Video Editors,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,3,"Interviewers, Except Eligibility and Loan",Multilimb Coordination,Psychomotor Abilities
3,Not relevant,5,Marriage and Family Therapists,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,3,Mechanical Drafters,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,4,Mechanical Engineers,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,5,"Medical Scientists, Except Epidemiologists",Multilimb Coordination,Psychomotor Abilities
3,Not relevant,3,Medical Transcriptionists,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,5,Mental Health and Substance Abuse Social Workers,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,4,Online Merchants,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,5,"Pediatricians, General",Multilimb Coordination,Psychomotor Abilities
3,Not relevant,4,Rehabilitation Counselors,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,4,"Secondary School Teachers, Except Special and Career/Technical Education",Multilimb Coordination,Psychomotor Abilities
3,Not relevant,4,"Securities, Commodities, and Financial Services Sales Agents",Multilimb Coordination,Psychomotor Abilities
3,Not relevant,5,Speech-Language Pathologists,Multilimb Coordination,Psychomotor Abilities
3,Not relevant,2,Word Processors and Typists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Accountants and Auditors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Actuaries,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Administrative Law Judges, Adjudicators, and Hearing Officers",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Advertising and Promotions Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Aerospace Engineers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Arbitrators, Mediators, and Conciliators",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Architecture Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Art Directors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Astronomers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Atmospheric and Space Scientists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,Bill and Account Collectors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Billing and Posting Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Bioinformatics Scientists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Bioinformatics Technicians,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Biological Science Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Biostatisticians,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,"Bookkeeping, Accounting, and Auditing Clerks",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Brokerage Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Budget Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Business Continuity Planners,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Business Intelligence Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Business Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Chemical Engineers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Chemistry Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Claims Adjusters, Examiners, and Investigators",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Climate Change Policy Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Clinical Data Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Clinical Research Coordinators,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Communications Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Compensation and Benefits Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Compensation, Benefits, and Job Analysis Specialists",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Computer and Information Research Scientists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Computer Hardware Engineers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Computer Network Architects,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Computer Programmers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Computer Science Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Computer Systems Engineers/Architects,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,Correspondence Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Cost Estimators,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,"Court, Municipal, and License Clerks",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Credit Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,"Credit Authorizers, Checkers, and Clerks",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Credit Counselors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Customs Brokers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Data Warehousing Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Database Administrators,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Database Architects,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Dietitians and Nutritionists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,"Dispatchers, Except Police, Fire, and Ambulance",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Document Management Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Economics Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Economists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Editors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Education Administrators, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Education Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Electrical Engineers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,"Eligibility Interviewers, Government Programs",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Engineering Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"English Language and Literature Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Environmental Economists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Environmental Science Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Epidemiologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Equal Opportunity Representatives and Officers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Family and Consumer Sciences Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Financial Examiners,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Financial Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Financial Quantitative Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,First-Line Supervisors of Non-Retail Sales Workers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Foreign Language and Literature Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,Freight Forwarders,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Genetic Counselors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Geographers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Geography Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Graphic Designers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Health Informatics Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"History Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Human Factors Engineers and Ergonomists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,"Human Resources Assistants, Except Payroll and Timekeeping",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Human Resources Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Human Resources Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Industrial Ecologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Industrial-Organizational Psychologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Information Security Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Information Technology Project Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Instructional Coordinators,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Insurance Underwriters,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Intelligence Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Investment Fund Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Judges, Magistrate Judges, and Magistrates",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Judicial Law Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Labor Relations Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Law Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Legal Secretaries and Administrative Assistants,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Library Science Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Loan Interviewers and Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Loan Officers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Logisticians,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Logistics Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Logistics Engineers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Management Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Market Research Analysts and Marketing Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Marketing Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Mathematical Science Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Mathematicians,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Medical and Health Services Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,Medical Secretaries and Administrative Assistants,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Middle School Teachers, Except Special and Career/Technical Education",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Neurologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,New Accounts Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Nuclear Engineers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Operations Research Analysts,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Paralegals and Legal Assistants,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Payroll and Timekeeping Clerks,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Personal Financial Advisors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Philosophy and Religion Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Physicists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Physics Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Poets, Lyricists and Creative Writers",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Political Science Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Political Scientists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Proofreaders and Copy Markers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Psychiatrists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Psychology Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Public Relations Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Purchasing Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Regulatory Affairs Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Regulatory Affairs Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Remote Sensing Scientists and Technologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,School Psychologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Search Marketing Strategists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Social Science Research Assistants,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Social Work Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Sociologists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Sociology Teachers, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Software Quality Assurance Analysts and Testers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,"Special Education Teachers, Middle School",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Speech-Language Pathology Assistants,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Statistical Assistants,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Statisticians,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Supply Chain Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,Survey Researchers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Sustainability Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Talent Directors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,"Tax Examiners and Collectors, and Revenue Agents",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Tax Preparers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,5,"Teaching Assistants, Postsecondary",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Technical Writers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,Telemarketers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,Telephone Operators,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,2,"Title Examiners, Abstractors, and Searchers",Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Training and Development Managers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Training and Development Specialists,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Travel Agents,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Treasurers and Controllers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Tutors,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Video Game Designers,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,4,Web Administrators,Multilimb Coordination,Psychomotor Abilities
0,Not relevant,3,Web Developers,Multilimb Coordination,Psychomotor Abilities
72,55,3,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Visual Color Discrimination,Sensory Abilities
72,54,2,Furniture Finishers,Visual Color Discrimination,Sensory Abilities
69,75,3,"Fine Artists, Including Painters, Sculptors, and Illustrators",Visual Color Discrimination,Sensory Abilities
69,57,4,Art Directors,Visual Color Discrimination,Sensory Abilities
69,55,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Visual Color Discrimination,Sensory Abilities
69,55,2,Upholsterers,Visual Color Discrimination,Sensory Abilities
69,54,3,Surgical Assistants,Visual Color Discrimination,Sensory Abilities
69,50,3,"Electronic Equipment Installers and Repairers, Motor Vehicles",Visual Color Discrimination,Sensory Abilities
66,61,3,"Makeup Artists, Theatrical and Performance",Visual Color Discrimination,Sensory Abilities
66,57,3,Desktop Publishers,Visual Color Discrimination,Sensory Abilities
66,57,3,Electricians,Visual Color Discrimination,Sensory Abilities
66,57,2,Floral Designers,Visual Color Discrimination,Sensory Abilities
66,57,4,Interior Designers,Visual Color Discrimination,Sensory Abilities
66,57,3,Photographers,Visual Color Discrimination,Sensory Abilities
66,57,4,Special Effects Artists and Animators,Visual Color Discrimination,Sensory Abilities
66,55,3,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Visual Color Discrimination,Sensory Abilities
66,54,2,"Glass Blowers, Molders, Benders, and Finishers",Visual Color Discrimination,Sensory Abilities
66,54,3,Signal and Track Switch Repairers,Visual Color Discrimination,Sensory Abilities
66,50,2,Photographic Process Workers and Processing Machine Operators,Visual Color Discrimination,Sensory Abilities
66,48,4,"Airline Pilots, Copilots, and Flight Engineers",Visual Color Discrimination,Sensory Abilities
66,45,2,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Visual Color Discrimination,Sensory Abilities
63,54,2,"Explosives Workers, Ordnance Handling Experts, and Blasters",Visual Color Discrimination,Sensory Abilities
63,52,3,Robotics Technicians,Visual Color Discrimination,Sensory Abilities
63,Not available,3,Fashion Designers,Visual Color Discrimination,Sensory Abilities
60,63,3,Gem and Diamond Workers,Visual Color Discrimination,Sensory Abilities
60,54,5,Cytotechnologists,Visual Color Discrimination,Sensory Abilities
60,54,1,"Painting, Coating, and Decorating Workers",Visual Color Discrimination,Sensory Abilities
60,52,3,"Camera Operators, Television, Video, and Film",Visual Color Discrimination,Sensory Abilities
60,52,3,Electro-Mechanical and Mechatronics Technologists and Technicians,Visual Color Discrimination,Sensory Abilities
60,52,2,Manufactured Building and Mobile Home Installers,Visual Color Discrimination,Sensory Abilities
60,50,3,Forensic Science Technicians,Visual Color Discrimination,Sensory Abilities
60,48,2,Biofuels Processing Technicians,Visual Color Discrimination,Sensory Abilities
60,48,3,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Visual Color Discrimination,Sensory Abilities
60,48,2,Sailors and Marine Oilers,Visual Color Discrimination,Sensory Abilities
56,55,3,Aircraft Mechanics and Service Technicians,Visual Color Discrimination,Sensory Abilities
56,55,3,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Visual Color Discrimination,Sensory Abilities
56,55,4,Media Technical Directors/Managers,Visual Color Discrimination,Sensory Abilities
56,54,2,Automotive Body and Related Repairers,Visual Color Discrimination,Sensory Abilities
56,54,4,Commercial and Industrial Designers,Visual Color Discrimination,Sensory Abilities
56,54,4,Graphic Designers,Visual Color Discrimination,Sensory Abilities
56,54,4,Medical and Clinical Laboratory Technologists,Visual Color Discrimination,Sensory Abilities
56,52,3,Audiovisual Equipment Installers and Repairers,Visual Color Discrimination,Sensory Abilities
56,52,3,"Electric Motor, Power Tool, and Related Repairers",Visual Color Discrimination,Sensory Abilities
56,52,3,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Visual Color Discrimination,Sensory Abilities
56,52,2,Helpers--Electricians,Visual Color Discrimination,Sensory Abilities
56,50,5,Oral and Maxillofacial Surgeons,Visual Color Discrimination,Sensory Abilities
56,49,3,Electrical and Electronic Engineering Technologists and Technicians,Visual Color Discrimination,Sensory Abilities
56,48,3,Merchandise Displayers and Window Trimmers,Visual Color Discrimination,Sensory Abilities
56,46,3,Audio and Video Technicians,Visual Color Discrimination,Sensory Abilities
56,46,3,Solar Energy Installation Managers,Visual Color Discrimination,Sensory Abilities
56,46,3,Solar Thermal Installers and Technicians,Visual Color Discrimination,Sensory Abilities
56,45,3,Food Science Technicians,Visual Color Discrimination,Sensory Abilities
56,45,3,Prepress Technicians and Workers,Visual Color Discrimination,Sensory Abilities
56,45,5,Radiologists,Visual Color Discrimination,Sensory Abilities
56,43,2,"Painters, Construction and Maintenance",Visual Color Discrimination,Sensory Abilities
56,43,2,Textile Bleaching and Dyeing Machine Operators and Tenders,Visual Color Discrimination,Sensory Abilities
56,41,1,Fallers,Visual Color Discrimination,Sensory Abilities
55,45,2,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Visual Color Discrimination,Sensory Abilities
53,52,5,"Dentists, General",Visual Color Discrimination,Sensory Abilities
53,50,4,Chemists,Visual Color Discrimination,Sensory Abilities
53,50,3,Firefighters,Visual Color Discrimination,Sensory Abilities
53,50,3,Hydroelectric Production Managers,Visual Color Discrimination,Sensory Abilities
53,50,3,"Mobile Heavy Equipment Mechanics, Except Engines",Visual Color Discrimination,Sensory Abilities
53,50,4,Robotics Engineers,Visual Color Discrimination,Sensory Abilities
53,48,3,Broadcast Technicians,Visual Color Discrimination,Sensory Abilities
53,48,3,Commercial Pilots,Visual Color Discrimination,Sensory Abilities
53,48,4,Cytogenetic Technologists,Visual Color Discrimination,Sensory Abilities
53,48,3,Photonics Technicians,Visual Color Discrimination,Sensory Abilities
53,46,3,Aviation Inspectors,Visual Color Discrimination,Sensory Abilities
53,46,5,Dermatologists,Visual Color Discrimination,Sensory Abilities
53,46,4,Film and Video Editors,Visual Color Discrimination,Sensory Abilities
53,46,4,Food Scientists and Technologists,Visual Color Discrimination,Sensory Abilities
53,46,3,Medical Equipment Repairers,Visual Color Discrimination,Sensory Abilities
53,46,4,Museum Technicians and Conservators,Visual Color Discrimination,Sensory Abilities
53,46,5,"Physicians, Pathologists",Visual Color Discrimination,Sensory Abilities
53,45,3,Agricultural Technicians,Visual Color Discrimination,Sensory Abilities
53,45,2,Bakers,Visual Color Discrimination,Sensory Abilities
53,45,2,Biomass Plant Technicians,Visual Color Discrimination,Sensory Abilities
53,45,2,Fiberglass Laminators and Fabricators,Visual Color Discrimination,Sensory Abilities
53,45,2,Geothermal Technicians,Visual Color Discrimination,Sensory Abilities
53,45,3,Government Property Inspectors and Investigators,Visual Color Discrimination,Sensory Abilities
53,45,4,Nanotechnology Engineering Technologists and Technicians,Visual Color Discrimination,Sensory Abilities
53,45,3,Nuclear Technicians,Visual Color Discrimination,Sensory Abilities
53,45,5,Optometrists,Visual Color Discrimination,Sensory Abilities
53,45,3,Police Identification and Records Officers,Visual Color Discrimination,Sensory Abilities
53,45,2,"Pourers and Casters, Metal",Visual Color Discrimination,Sensory Abilities
53,45,5,Prosthodontists,Visual Color Discrimination,Sensory Abilities
53,45,2,"Service Unit Operators, Oil and Gas",Visual Color Discrimination,Sensory Abilities
53,43,3,Construction and Building Inspectors,Visual Color Discrimination,Sensory Abilities
53,43,3,Crane and Tower Operators,Visual Color Discrimination,Sensory Abilities
53,43,3,"Hairdressers, Hairstylists, and Cosmetologists",Visual Color Discrimination,Sensory Abilities
53,43,1,Logging Equipment Operators,Visual Color Discrimination,Sensory Abilities
53,43,3,Medical and Clinical Laboratory Technicians,Visual Color Discrimination,Sensory Abilities
53,41,3,Commercial Divers,Visual Color Discrimination,Sensory Abilities
53,41,3,Surgical Technologists,Visual Color Discrimination,Sensory Abilities
53,39,2,Chemical Plant and System Operators,Visual Color Discrimination,Sensory Abilities
53,39,1,"Derrick Operators, Oil and Gas",Visual Color Discrimination,Sensory Abilities
53,37,2,"Earth Drillers, Except Oil and Gas",Visual Color Discrimination,Sensory Abilities
53,37,3,Fire Inspectors and Investigators,Visual Color Discrimination,Sensory Abilities
52,46,3,Surveying and Mapping Technicians,Visual Color Discrimination,Sensory Abilities
50,54,2,Rail Car Repairers,Visual Color Discrimination,Sensory Abilities
50,52,5,Curators,Visual Color Discrimination,Sensory Abilities
50,52,2,Recreational Vehicle Service Technicians,Visual Color Discrimination,Sensory Abilities
50,50,3,Avionics Technicians,Visual Color Discrimination,Sensory Abilities
50,50,4,Chemical Engineers,Visual Color Discrimination,Sensory Abilities
50,50,3,Craft Artists,Visual Color Discrimination,Sensory Abilities
50,50,3,Embalmers,Visual Color Discrimination,Sensory Abilities
50,48,2,Electrical and Electronic Equipment Assemblers,Visual Color Discrimination,Sensory Abilities
50,48,3,Farm Equipment Mechanics and Service Technicians,Visual Color Discrimination,Sensory Abilities
50,48,3,Jewelers and Precious Stone and Metal Workers,Visual Color Discrimination,Sensory Abilities
50,48,3,Medical Appliance Technicians,Visual Color Discrimination,Sensory Abilities
50,48,5,"Ophthalmologists, Except Pediatric",Visual Color Discrimination,Sensory Abilities
50,48,3,Ship Engineers,Visual Color Discrimination,Sensory Abilities
50,46,5,Anesthesiologist Assistants,Visual Color Discrimination,Sensory Abilities
50,46,3,Automotive Service Technicians and Mechanics,Visual Color Discrimination,Sensory Abilities
50,46,3,Bus and Truck Mechanics and Diesel Engine Specialists,Visual Color Discrimination,Sensory Abilities
50,46,3,Camera and Photographic Equipment Repairers,Visual Color Discrimination,Sensory Abilities
50,46,2,Home Appliance Repairers,Visual Color Discrimination,Sensory Abilities
50,46,3,"Maintenance and Repair Workers, General",Visual Color Discrimination,Sensory Abilities
50,46,3,Mechanical Engineering Technologists and Technicians,Visual Color Discrimination,Sensory Abilities
50,46,5,Microbiologists,Visual Color Discrimination,Sensory Abilities
50,46,5,Microsystems Engineers,Visual Color Discrimination,Sensory Abilities
50,46,2,Motion Picture Projectionists,Visual Color Discrimination,Sensory Abilities
50,46,3,Nuclear Monitoring Technicians,Visual Color Discrimination,Sensory Abilities
50,46,2,"Pump Operators, Except Wellhead Pumpers",Visual Color Discrimination,Sensory Abilities
50,46,2,Solar Photovoltaic Installers,Visual Color Discrimination,Sensory Abilities
50,45,5,Architectural and Engineering Managers,Visual Color Discrimination,Sensory Abilities
50,45,5,Art Therapists,Visual Color Discrimination,Sensory Abilities
50,45,5,Biologists,Visual Color Discrimination,Sensory Abilities
50,45,2,Computer Numerically Controlled Tool Operators,Visual Color Discrimination,Sensory Abilities
50,45,3,Dental Hygienists,Visual Color Discrimination,Sensory Abilities
50,45,2,Dental Laboratory Technicians,Visual Color Discrimination,Sensory Abilities
50,45,2,Electrical Power-Line Installers and Repairers,Visual Color Discrimination,Sensory Abilities
50,45,3,Fabric and Apparel Patternmakers,Visual Color Discrimination,Sensory Abilities
50,45,2,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Visual Color Discrimination,Sensory Abilities
50,45,2,Log Graders and Scalers,Visual Color Discrimination,Sensory Abilities
50,45,4,Materials Engineers,Visual Color Discrimination,Sensory Abilities
50,45,2,Mechanical Door Repairers,Visual Color Discrimination,Sensory Abilities
50,45,5,Nurse Practitioners,Visual Color Discrimination,Sensory Abilities
50,45,3,"Opticians, Dispensing",Visual Color Discrimination,Sensory Abilities
50,45,2,Printing Press Operators,Visual Color Discrimination,Sensory Abilities
50,45,2,Terrazzo Workers and Finishers,Visual Color Discrimination,Sensory Abilities
50,45,2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Visual Color Discrimination,Sensory Abilities
50,43,3,Acute Care Nurses,Visual Color Discrimination,Sensory Abilities
50,43,4,Aerospace Engineers,Visual Color Discrimination,Sensory Abilities
50,43,3,Air Traffic Controllers,Visual Color Discrimination,Sensory Abilities
50,43,5,"Art, Drama, and Music Teachers, Postsecondary",Visual Color Discrimination,Sensory Abilities
50,43,4,Biofuels Production Managers,Visual Color Discrimination,Sensory Abilities
50,43,4,Biological Technicians,Visual Color Discrimination,Sensory Abilities
50,43,2,Butchers and Meat Cutters,Visual Color Discrimination,Sensory Abilities
50,43,3,"Captains, Mates, and Pilots of Water Vessels",Visual Color Discrimination,Sensory Abilities
