,Node_1,Node_2,Relation
6353,"{'label': 'Occupation', 'properties': ""{'title': 'Directors,_Religious_Activities_and_Education'}"", 'identifier': ""{'title': 'Directors,_Religious_Activities_and_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6354,"{'label': 'Occupation', 'properties': ""{'title': 'Editors'}"", 'identifier': ""{'title': 'Editors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6355,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Engineering_Technologists_and_Technicians'}"", 'identifier': ""{'title': 'Environmental_Engineering_Technologists_and_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6356,"{'label': 'Occupation', 'properties': ""{'title': 'Fish_and_Game_Wardens'}"", 'identifier': ""{'title': 'Fish_and_Game_Wardens'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6357,"{'label': 'Occupation', 'properties': ""{'title': 'Foresters'}"", 'identifier': ""{'title': 'Foresters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6358,"{'label': 'Occupation', 'properties': ""{'title': 'Fundraisers'}"", 'identifier': ""{'title': 'Fundraisers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6359,"{'label': 'Occupation', 'properties': ""{'title': 'Geography_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Geography_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6360,"{'label': 'Occupation', 'properties': ""{'title': 'Human_Resources_Specialists'}"", 'identifier': ""{'title': 'Human_Resources_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6361,"{'label': 'Occupation', 'properties': ""{'title': 'Loss_Prevention_Managers'}"", 'identifier': ""{'title': 'Loss_Prevention_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6362,"{'label': 'Occupation', 'properties': ""{'title': 'Media_Technical_Directors/Managers'}"", 'identifier': ""{'title': 'Media_Technical_Directors/Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6363,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Monitoring_Technicians'}"", 'identifier': ""{'title': 'Nuclear_Monitoring_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6364,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Power_Reactor_Operators'}"", 'identifier': ""{'title': 'Nuclear_Power_Reactor_Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6365,"{'label': 'Occupation', 'properties': ""{'title': 'Police_Identification_and_Records_Officers'}"", 'identifier': ""{'title': 'Police_Identification_and_Records_Officers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6366,"{'label': 'Occupation', 'properties': ""{'title': 'Probation_Officers_and_Correctional_Treatment_Specialists'}"", 'identifier': ""{'title': 'Probation_Officers_and_Correctional_Treatment_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6367,"{'label': 'Occupation', 'properties': ""{'title': 'Prosthodontists'}"", 'identifier': ""{'title': 'Prosthodontists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6368,"{'label': 'Occupation', 'properties': ""{'title': 'Recreation_and_Fitness_Studies_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Recreation_and_Fitness_Studies_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6369,"{'label': 'Occupation', 'properties': ""{'title': 'Recreational_Therapists'}"", 'identifier': ""{'title': 'Recreational_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6370,"{'label': 'Occupation', 'properties': ""{'title': 'Respiratory_Therapists'}"", 'identifier': ""{'title': 'Respiratory_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6371,"{'label': 'Occupation', 'properties': ""{'title': 'Robotics_Technicians'}"", 'identifier': ""{'title': 'Robotics_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6372,"{'label': 'Occupation', 'properties': ""{'title': 'Sales_Managers'}"", 'identifier': ""{'title': 'Sales_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6373,"{'label': 'Occupation', 'properties': ""{'title': 'Spa_Managers'}"", 'identifier': ""{'title': 'Spa_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6374,"{'label': 'Occupation', 'properties': ""{'title': 'Supply_Chain_Managers'}"", 'identifier': ""{'title': 'Supply_Chain_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6375,"{'label': 'Occupation', 'properties': ""{'title': 'Sustainability_Specialists'}"", 'identifier': ""{'title': 'Sustainability_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6376,"{'label': 'Occupation', 'properties': ""{'title': 'Talent_Directors'}"", 'identifier': ""{'title': 'Talent_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6377,"{'label': 'Occupation', 'properties': ""{'title': 'Training_and_Development_Managers'}"", 'identifier': ""{'title': 'Training_and_Development_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6378,"{'label': 'Occupation', 'properties': ""{'title': 'Training_and_Development_Specialists'}"", 'identifier': ""{'title': 'Training_and_Development_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6379,"{'label': 'Occupation', 'properties': ""{'title': 'Wind_Energy_Operations_Managers'}"", 'identifier': ""{'title': 'Wind_Energy_Operations_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
6380,"{'label': 'Occupation', 'properties': ""{'title': 'Accountants_and_Auditors'}"", 'identifier': ""{'title': 'Accountants_and_Auditors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6381,"{'label': 'Occupation', 'properties': ""{'title': 'Adapted_Physical_Education_Specialists'}"", 'identifier': ""{'title': 'Adapted_Physical_Education_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6382,"{'label': 'Occupation', 'properties': ""{'title': 'Appraisers_and_Assessors_of_Real_Estate'}"", 'identifier': ""{'title': 'Appraisers_and_Assessors_of_Real_Estate'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6383,"{'label': 'Occupation', 'properties': ""{'title': 'Biofuels_Production_Managers'}"", 'identifier': ""{'title': 'Biofuels_Production_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6384,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Middle_School'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Middle_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6385,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Secondary_School'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Secondary_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6386,"{'label': 'Occupation', 'properties': ""{'title': 'Data_Warehousing_Specialists'}"", 'identifier': ""{'title': 'Data_Warehousing_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6387,"{'label': 'Occupation', 'properties': ""{'title': 'Database_Architects'}"", 'identifier': ""{'title': 'Database_Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6388,"{'label': 'Occupation', 'properties': ""{'title': 'Farmers,_Ranchers,_and_Other_Agricultural_Managers'}"", 'identifier': ""{'title': 'Farmers,_Ranchers,_and_Other_Agricultural_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6389,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Office_and_Administrative_Support_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Office_and_Administrative_Support_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6390,"{'label': 'Occupation', 'properties': ""{'title': 'General_and_Operations_Managers'}"", 'identifier': ""{'title': 'General_and_Operations_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6391,"{'label': 'Occupation', 'properties': ""{'title': 'History_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'History_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6392,"{'label': 'Occupation', 'properties': ""{'title': 'Industrial_Engineering_Technologists_and_Technicians'}"", 'identifier': ""{'title': 'Industrial_Engineering_Technologists_and_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6393,"{'label': 'Occupation', 'properties': ""{'title': 'Landscape_Architects'}"", 'identifier': ""{'title': 'Landscape_Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6394,"{'label': 'Occupation', 'properties': ""{'title': 'Meeting,_Convention,_and_Event_Planners'}"", 'identifier': ""{'title': 'Meeting,_Convention,_and_Event_Planners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6395,"{'label': 'Occupation', 'properties': ""{'title': 'Network_and_Computer_Systems_Administrators'}"", 'identifier': ""{'title': 'Network_and_Computer_Systems_Administrators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6396,"{'label': 'Occupation', 'properties': ""{'title': 'Occupational_Health_and_Safety_Technicians'}"", 'identifier': ""{'title': 'Occupational_Health_and_Safety_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6397,"{'label': 'Occupation', 'properties': ""{'title': 'Radio_Frequency_Identification_Device_Specialists'}"", 'identifier': ""{'title': 'Radio_Frequency_Identification_Device_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6398,"{'label': 'Occupation', 'properties': ""{'title': 'Real_Estate_Brokers'}"", 'identifier': ""{'title': 'Real_Estate_Brokers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6399,"{'label': 'Occupation', 'properties': ""{'title': 'Secondary_School_Teachers,_Except_Special_and_Career/Technical_Education'}"", 'identifier': ""{'title': 'Secondary_School_Teachers,_Except_Special_and_Career/Technical_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6400,"{'label': 'Occupation', 'properties': ""{'title': 'Software_Quality_Assurance_Analysts_and_Testers'}"", 'identifier': ""{'title': 'Software_Quality_Assurance_Analysts_and_Testers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6401,"{'label': 'Occupation', 'properties': ""{'title': 'Special_Education_Teachers,_Middle_School'}"", 'identifier': ""{'title': 'Special_Education_Teachers,_Middle_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6402,"{'label': 'Occupation', 'properties': ""{'title': 'Special_Education_Teachers,_Preschool'}"", 'identifier': ""{'title': 'Special_Education_Teachers,_Preschool'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
6403,"{'label': 'Occupation', 'properties': ""{'title': 'Buyers_and_Purchasing_Agents,_Farm_Products'}"", 'identifier': ""{'title': 'Buyers_and_Purchasing_Agents,_Farm_Products'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6404,"{'label': 'Occupation', 'properties': ""{'title': 'Commercial_Divers'}"", 'identifier': ""{'title': 'Commercial_Divers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6405,"{'label': 'Occupation', 'properties': ""{'title': 'Firefighters'}"", 'identifier': ""{'title': 'Firefighters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6406,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Firefighting_and_Prevention_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Firefighting_and_Prevention_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6407,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Personal_Service_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Personal_Service_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6408,"{'label': 'Occupation', 'properties': ""{'title': 'Ship_Engineers'}"", 'identifier': ""{'title': 'Ship_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6409,"{'label': 'Occupation', 'properties': ""{'title': 'Tax_Examiners_and_Collectors,_and_Revenue_Agents'}"", 'identifier': ""{'title': 'Tax_Examiners_and_Collectors,_and_Revenue_Agents'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
6410,"{'label': 'Occupation', 'properties': ""{'title': 'Civil_Engineering_Technologists_and_Technicians'}"", 'identifier': ""{'title': 'Civil_Engineering_Technologists_and_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
6411,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Medicine_Technologists'}"", 'identifier': ""{'title': 'Nuclear_Medicine_Technologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
6412,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Technicians'}"", 'identifier': ""{'title': 'Nuclear_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
6413,"{'label': 'Occupation', 'properties': ""{'title': 'Power_Plant_Operators'}"", 'identifier': ""{'title': 'Power_Plant_Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
6414,"{'label': 'Occupation', 'properties': ""{'title': 'Transit_and_Railroad_Police'}"", 'identifier': ""{'title': 'Transit_and_Railroad_Police'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '48'}""}"
6415,"{'label': 'Occupation', 'properties': ""{'title': 'News_Analysts,_Reporters,_and_Journalists'}"", 'identifier': ""{'title': 'News_Analysts,_Reporters,_and_Journalists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 70, 'level': '58'}""}"
6416,"{'label': 'Occupation', 'properties': ""{'title': 'Mental_Health_Counselors'}"", 'identifier': ""{'title': 'Mental_Health_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '64'}""}"
6417,"{'label': 'Occupation', 'properties': ""{'title': 'Curators'}"", 'identifier': ""{'title': 'Curators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
6418,"{'label': 'Occupation', 'properties': ""{'title': 'Construction_Managers'}"", 'identifier': ""{'title': 'Construction_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
6419,"{'label': 'Occupation', 'properties': ""{'title': 'Cost_Estimators'}"", 'identifier': ""{'title': 'Cost_Estimators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
6420,"{'label': 'Occupation', 'properties': ""{'title': 'Human_Resources_Managers'}"", 'identifier': ""{'title': 'Human_Resources_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
6421,"{'label': 'Occupation', 'properties': ""{'title': 'Quality_Control_Systems_Managers'}"", 'identifier': ""{'title': 'Quality_Control_Systems_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
6422,"{'label': 'Occupation', 'properties': ""{'title': 'Sociology_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Sociology_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
6423,"{'label': 'Occupation', 'properties': ""{'title': 'Art_Directors'}"", 'identifier': ""{'title': 'Art_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
6424,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Research_Coordinators'}"", 'identifier': ""{'title': 'Clinical_Research_Coordinators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
6425,"{'label': 'Occupation', 'properties': ""{'title': 'Commercial_and_Industrial_Designers'}"", 'identifier': ""{'title': 'Commercial_and_Industrial_Designers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Critical_Thinking'}"", 'identifier': ""{'title': 'Critical_Thinking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
